,Time,Name,Tweet_status,Text,Length,Location,polarity
1090,2019-09-08 06:27:45,sachin_rt,Tweet,rakesh sharma  india look space  said  saar jahan se achcha  hindustan humara   get us moon farther galaxi  amp  shall say pride                                          salut effort #isro  jai hind     #chandrayaan ,27,"ÜT: 18.986431,72.823769",positive
1091,2019-09-08 06:27:46,Shekharcsh,Retweet,       year voyag toward earth mom  son  that  ancestor  place  that  began  #chandrayaan  #isro #sundaythought,14,,positive
1092,2019-09-08 06:27:46,ShaliniAAgarwa1,Tweet,daughter still confid #chandrayaan   amp  pray #narendramodi #sivanprideofindia #sivansir #nasa #indiaonthemoon #sundaymotiv #chandrayaan  #isro #isroweareproudofy #modihaitomumkinhai,16,भारत,positive
1093,2019-09-08 06:27:48,YogenderTyagi,Tweet,huge respect ur team  today  whole countri ur support        ,9,New Delhi,positive
1094,2019-09-08 06:27:49,TRPKINGPRKFANS,Tweet,Tq #nasa appreci work #isro #chandrayana ,6,"Karnataka ,INDIA",positive
1095,2019-09-08 06:27:49,arvindparmar004,Retweet,tri again  countri stand unit #isro,6,"Indore, India",positive
1096,2019-09-08 06:27:49,AnkurGu86928007,Retweet,contact is broken  resolut is not the whole countri #isropergarvhai one of our failur make way for further success  I am confid that #isro will show the way to the entir world in the field of space scienc in the near future  #indiawithisro #proudofisro #proudindian # chandrayan  #ksivan,48,,positive
1097,2019-09-08 06:27:53,HemendraSriva12,Tweet,pakistan space research orgnis ne rocket space bhejaa hai successfully      pakistan acheiv great india kuch seekho  #isro #indiafail #isropergarvhai,19,,positive
1098,2019-09-08 06:27:54,monksoldhimself,Tweet,#chandrayaan  lost communication    ho mani felt  lose one famili love youngest baby  RT felt  #chandrayaan #isrochief #isro #sivan sir #pkmkb #bhikaripakistan,21,Where you cant reach,positive
1099,2019-09-08 06:27:55,Pinky67831250,Retweet,#isro people  #gadgari ji should not have ignor the matter  ghadkari ji said that the work that the govern put in hand is done  it is done or not,29,Thakurnagar ,positive
1100,2019-09-08 06:27:58,Sajalmoitra,Tweet,much import world cup  tech demonstr first kind  let call drama ,11,India,positive
1101,2019-09-08 06:27:59,Maddy_Nirvana,Retweet, we give allow problem defeat us  whether victori defeat  #isro  #          #proudofisro #chandrayaan ,13,"Dehradun, India",positive
1102,2019-09-08 06:28:00,TPE_connect,Tweet,commun chandrayaan   lander lost moment moon land attempt     #chandrayaan  #vikramland #isro #isromiss #chandrayaan land,14,online,positive
1103,2019-09-08 06:28:01,ramya30380,Tweet,that  something  Go india  tight slap face pull us down  #isro #indiaonthemoon #chandrayaan  #vikramland #indiaproudofisro,15,Good Old Chennai,negative
1104,2019-09-08 06:28:09,gourishankar691,Retweet,We should all respect everi effort beyond success and failure  We are proud of #isro  # chandrayaan ,17,,positive
1105,2019-09-08 06:28:11,iamsaid92,Retweet,remind #swade #zero  best motiv understand trial error  success better you       ,11,Deutschland,positive
1106,2019-09-08 06:28:12,aman9189,Tweet,don t you tease  how did the tea seller becom prime minist    how did ii becom the chairman of by sell mango     but it is sad for you that you will spend your whole life in tweet   vaccines ,38,"Lucknow, India",negative
1107,2019-09-08 06:28:13,rajarao77,Retweet,thank u #isro n PM ji keep us awak load hope n best luck future ,15,"Bhadravati, Karnataka, INDIA",positive
1108,2019-09-08 06:28:13,jvpandya,Tweet,taken consent ladi #isro breach privacy  obvious scientist energi file case  govt take up  Cc #isropergarvhai #chandrayaan  #pallavbagla,18,Bangalore,positive
1109,2019-09-08 06:28:18,PoliceWaliPblic,Tweet,men cry  that  absolut fine  don t need scientif research it  anyway it  scientist who  open everyone  eye look like  #ksivan #kailasavadivoosivan #isro #chandrayan  #chandrayaan ,25,Mumbai,positive
1110,2019-09-08 06:28:19,TusharPandya30,Retweet,#isro done fantast job send space craft moon  whatev case world recogn india determin  amp  power countri reach moon  #balochistanstandswithisro  #chandrayaan l #chandrayan  #chandrayaan themoon,25,"Gujarat, India",positive
1111,2019-09-08 06:28:21,salma_preet,Tweet,armi gener tweet scienc money lockdown  terribl baloch  take dhc plot money  ye tri learn maths      billion nhi     million  itna nasa vi nhi use karty  chand kharidog kya    #isro,29,Purana Pakistan,positive
1112,2019-09-08 06:28:22,Sachinsra3,Retweet,ye brothers  sisters  here is someth special for you  a few select pakistani mujra artist   one timater  pleas support one naan  empti handed  don t let me know brother       #pkmkbforev #pkmbk #pakistan #proudofisro #isro #isropergarvhai #vikramland #proudindian,37,"New Delhi, India",positive
1113,2019-09-08 06:28:24,Snowflake_3925,Tweet,guy got blue tick account  idiot tweet #indiantweet angori madam ka tagda asar hua hai lag ra   #isro #chandrayaan ,19,28.61’ N  77.23’ E,negative
1114,2019-09-08 06:28:26,Satvahana,Tweet,asham say peopl congress party  total useless ,7,Somewhere,negative
1115,2019-09-08 06:28:27,kaleemhaque,Tweet,india chandrayan   mission failur success  reach near moon appreciable ,9,"Downtown, IAK",positive
1116,2019-09-08 06:28:29,ParsaGurjar,Retweet,proud #isro scientist engin took challeng #moonmission  learn lot journey quest continues  #chandrayaan  strengthen resolv attain mani missions ,18,Merta Road Nagaur,positive
1117,2019-09-08 06:28:30,wavehit,Retweet, not #hero wear capes  hero wear   sarees   #inspiredbyatruestory  #spacemoms  #isro #mar #spacethefinalfrontier  #womeninstem  #india  watch  director  #mangalyaan #chandrayan #chandrayan     #chandrayan    #nevergiveup,21,Coimbatore,positive
1118,2019-09-08 06:28:46,singhak97762986,Retweet,#isro chairman #k sivan  latest statement encourag by the prime minister  mission mission chandrayaan   will not fail  will tri to contact the lander for the next    days  the arbit can work for the next seven year the data from the arbit started  hope for contact    hail   ,46,,positive
1119,2019-09-08 06:28:52,DharmHindustan1,Retweet,whether in defeat or in victory  I am not afraid  whatev is found on the struggl path  it is also right  team isro  We are proud of you  #aderhobadhelo #isropergarvhai #isro zindabad,32,"Mumbai, हिन्दुस्तान ",positive
1120,2019-09-08 06:28:52,SRKzWARRIOR_,Retweet,  share truli inspir messag laud scientists  effort #isro #proudofisro #isropergarvhai latest entertain news download etim app here ,17,"دبي, الامارات العربية المتحدة",positive
1121,2019-09-08 06:28:53,news24tvchannel,Tweet,If there is courage  the work of chandrayaan   start with isaxa  thi time the sampl will be brought from the moon #isro #jaxa # chandrayaan ,25,Noida,positive
1122,2019-09-08 06:28:57,Iamakarora,Tweet,hat team isro  keep challeng frontiers hiccup set back part process  marvel tenacity  dedic comet team isro notwithstand resourc support constraints ,21,New Delhi,positive
1123,2019-09-08 06:28:58,anishrajput278,Retweet,congratul #india #isro first attempt land lunar south pole  letter editori team  #chandrayaan  #lunarmiss,14,"Siwan, India",positive
1124,2019-09-08 06:28:57,hitpuma1,Tweet,#mosiandmoon,1,,positive
1125,2019-09-08 06:29:00,MeicrissB,Tweet,want make money make yesterday  game successful  show appreciation  #sundaythought #sundaymorn #sackbuharinow #ynwa #isro #bitcoin #bamteddy     #proudofisro #bbnaija #bbnaija     #bbnajia     #khafi #omashola #mike #frodd,24,"Enugu, Nigeria",positive
1126,2019-09-08 06:29:01,srivastava2110,Retweet,#vikramlander   copi prime minist ji  chief #ksivan ji  scientist #isro fellow indian world  pleas retweet much actual reach him  jai ho  jai hind        #chandrayaan ,24,,positive
1127,2019-09-08 06:29:02,pks7272,Tweet,  crore   million      million   billion     crore   billion     crore   billion     billion  st get urself admit primari school  amp  learn basic maths  discuss space sci  amp  tech day  #internationalliteracyday #isro #chandrayan  #chandrayaan ,29,🌏,positive
1128,2019-09-08 06:29:03,amalezishi,Tweet,father galaxi  ,2,India,positive
1129,2019-09-08 06:29:05,Adarshp59406950,Tweet,like in  kbc   even if you go to the last stop and you lose  you still go home with some amount of money  just like our # chandrayan    the last stop ha fail but        of the campaign is still aliv Is and is work continuously  #isropergarvhai # chandrayaan  #modi #ksivan #isro,51,India,negative
1130,2019-09-08 06:29:06,harjivsingh,Retweet,still hope #vikram lander lives  regardless #chandrayaan  orbit   year amaz scienc ahead ,12,New York & New Delhi,positive
1131,2019-09-08 06:29:11,sonamgu83358808,Retweet,#isro less four hour go  readi histor event land #chandrayaan  #vikramlander  stay tune updates  ,14,भारत India ,negative
1132,2019-09-08 06:29:11,DaveShreyas,Retweet,#chandrayaan  mission highli complex mission  repres signific technolog leap compar previou mission #isro explor unexplor south pole moon  updat pleas visit,21,,negative
1133,2019-09-08 06:29:14,SRKsXman,Retweet,chaand taar todh laoon  saari duniya par main chhaoon  requir hour  amp  hour painstak work  amp  integr  amp  belief  congratul team #isro #chandrayaan ,23,Royal Mint Of Spain ,positive
1134,2019-09-08 06:29:14,grv0507,Retweet,pakistan launch moon mission  next day india  #chandrayaan   mission #isro finish journey #moon         #bhikaripakistan   #pkmkb     jai hind    #bharatmatakijai        #proudofisro,19,"GANDHINAGAR,GUJARAT",positive
1135,2019-09-08 06:29:16,Babu87598920,Retweet,contact is broken  not resolution    #proudofisro,6,,negative
1136,2019-09-08 06:29:16,gmk_86,Retweet,mourn commun blackout #isro lost contact #chandrayaan  unman moon lander  never forget hypocrisi shed tear cheer month  #modi regim impos commun blackout #kashmir  #chandrayan ,24,"Navi Mumbai, India",positive
1137,2019-09-08 06:29:17,ravi_ahen,Tweet,best upcom mission,3,"New Delhi, Delhi",positive
1138,2019-09-08 06:29:19,upamayadav,Retweet,We are come to say to the moon  we will put on the bow again and again  you will sure laugh at our failure  you will also be readi veri soon  we will make you travel to the solar system    #isro #isropargarvhai #indiawithisro #indiaproudofisro #swara #bajm   dkrishnam ,47,India,positive
1139,2019-09-08 06:29:20,XilleIlahi,Tweet,awkward moment matur statement attempt moon land come class clown ,10,Abu Dubai,negative
1140,2019-09-08 06:29:22,RakeshShiva12,Retweet,whether in defeat or not in victory  I am afraid  whatev I found on the path of duty  I will not ask for the right boon  I will not give up on anything     emot is what is true   #isro,39,,positive
1141,2019-09-08 06:29:24,ppritesh55,Retweet,it  proud moment country  congratul commend achievement  dedic inspir everi indian      mission accomplished  unfinish agenda  back    #proudindian #isro #chandrayan ,19,"Surat, Gujarat, India",positive
1142,2019-09-08 06:29:26,AdvaniLakshya,Retweet,believ anybodi afraid fail winner  failur exist science  india proud #chandrayaan  proud #isro  amp  scientist  hardwork incred contribut toward space research program  jai hind   ,24,"Mumbai, India",positive
1143,2019-09-08 06:29:26,amalezishi,Tweet,farther galaxi  ,2,India,positive
1144,2019-09-08 06:29:28,Anuragk96185270,Tweet,proud #isro #india wait chandrayaan   ,5,,positive
1145,2019-09-08 06:29:29,rahulasticc,Tweet,you have seen my age  my life will remain  now you will have to come and see the insist of the spirits  I will see you everi day in my hous #rahulnotgandhi #rahulasticc #isro #isropergarvhai # chandrayan  # chandrayaan  # chandrayaan  #indiaonthemoon,42,,positive
1146,2019-09-08 06:29:38,AkashSa77297302,Tweet,proud #isro scientists#for         chandrayana   journey achiev congratul next isro amp jaxa mission,12,,positive
1147,2019-09-08 06:29:38,harry_sinns,Tweet,isro await data lander vikram  hope everyth goe well upcom minutes   #chandrayaan  #chandrayaan themoon #indiamakeshistori #indiaonthemoon #chandrayaan land #isro,19,,positive
1148,2019-09-08 06:29:39,AsifSeemab,Tweet,stay strong neighbor  love pakistan   ,5,"Riyadh, Saudi Arabia",positive
1149,2019-09-08 06:29:42,Dadda09972792,Tweet,suppos ghastli cheat meant said us  trolls  put together  #proudofisro #isro #isropergarvhai #isroweareproudofy,13,,positive
1150,2019-09-08 06:29:44,HemendraSriva12,Tweet,pakistan space research orgnis ne rocket space bhejaa hai successfully      pakistan acheiv great india kuch seekho  #isro #indiafail #isropergarvhai #pkmb,20,,positive
1151,2019-09-08 06:29:45,Rakulpreetfc10,Tweet,#isropergarvhai #isro #proudofisro        ,3,,positive
1152,2019-09-08 06:29:51,deepakj08281844,Retweet,what a spectacle  such as india  first attempt at space  chandrayaan ha gone to the moon ten year ago  mangalyaan too  india ha a lot of satellit  satellites  move in space  rakesh sharma of india ha gone into space in       and #isro wa creat by #nehru long ago,48,India,positive
1153,2019-09-08 06:29:51,khanuja_preeti,Retweet, the  china s  longjiang   launch rocket queqiao longjiang   never enter moon orbit   #proudofisro #isro #ksivan #isropergarvhai #dkode,17,india,positive
1154,2019-09-08 06:29:56,Rithikchouhan3,Tweet,sir still commun lander vikram isro connect,7,,positive
1155,2019-09-08 06:29:56,PradhanJat13,Retweet,contact is broken  not resolution  O moon  you show lakh of tantrums  we will definit come back  # isro  ,19,"Jaipur, India",negative
1156,2019-09-08 06:30:00,ThatSindhiCM,Tweet,chandrayaan    manag vikram lander  failure       #chandrayaan  #vikramland #isro #isromiss #sivan,10,India,negative
1157,2019-09-08 06:30:00,ThatSindhiCM,Tweet,    chandrayaan   moon mission still successful  say isro official  #chandrayaan  #vikramland #isro #isromiss #chandrayaan land,14,India,positive
1158,2019-09-08 06:30:00,ZeeTrikey,Tweet,everi singl person pakistan    troll    india failur space mission chandrayaan   think done achiev race space missions  #isro #chandrayaan  #pakistanairforc #indiaonthemoon #indiafail,21,Dubai UAE,positive
1159,2019-09-08 06:30:00,VagloG,Tweet,#isro local gaurakshak mandal run charity  it  country  premier scientif institut thank first PM built dedic scientists  alreadi run public money proud it  take crowdfund idea ganapati mandal,28,Moon,positive
